"","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"112930","ENSG00000100344","ENST00000216180","22",49.4,80339,"PNPLA3","PNPLA3-001",1,"q13.31",2805
"112935","ENSG00000006757","ENST00000381042","X",40.45,8228,"PNPLA4","PNPLA4-003",-1,"p22.31",3372
"112942","ENSG00000100341","ENST00000216177","22",57.39,150379,"PNPLA5","PNPLA5-201",-1,"q13.31",2539
"112944","ENSG00000032444","ENST00000221249","19",55.88,10908,"PNPLA6","PNPLA6-001",1,"p13.2",4617
"112969","ENSG00000130653","ENST00000492278","9",54.81,375775,"PNPLA7","PNPLA7-002",-1,"q34.3",5308
"112976","ENSG00000135241","ENST00000426128","7",37.75,50640,"PNPLA8","PNPLA8-006",-1,"q31.1",4268
"112993","ENSG00000108439","ENST00000225573","17",50.57,55163,"PNPO","PNPO-001",1,"q21.32",2397
"112999","ENSG00000138035","ENST00000447944","2",39.78,87178,"PNPT1","PNPT1-001",-1,"p16.1",4411
"113006","ENSG00000146278","ENST00000336032","6",48.53,10957,"PNRC1","PNRC1-001",1,"q15",2065
"113009","ENSG00000189266","ENST00000334351","1",43.71,55629,"PNRC2","PNRC2-001",1,"p36.11",2416
"113013","ENSG00000164087","ENST00000394970","3",51.67,25886,"POC1A","POC1A-002",-1,"p21.2",1999
"113015","ENSG00000139323","ENST00000549591","12",39.79,282809,"POC1B","POC1B-008",-1,"q21.33",5840
"113031","ENSG00000259075","ENST00000548729","12",44.99,100528030,"POC1B-GALNT4","POC1B-GALNT4-001",-1,"q21.33",5436
"113033","ENSG00000152359","ENST00000428202","5",37.27,134359,"POC5","POC5-001",-1,"q13.3",2229
"113048","ENSG00000174348","ENST00000371500","1",55.94,127435,"PODN","PODN-005",1,"p32.3",3287
"113056","ENSG00000132000","ENST00000538517","19",54.14,101928772,"PODNL1","PODNL1-002",-1,"p13.12",2744
"113080","ENSG00000128567","ENST00000446198","7",50.47,5420,"PODXL","PODXL-003",-1,"q32.3",6170
"113090","ENSG00000114631","ENST00000342480","3",48.64,50512,"PODXL2","PODXL2-001",1,"q21.3",2186
"113091","ENSG00000124429","ENST00000262753","X",35.73,79983,"POF1B","POF1B-001",-1,"q21.2",3941
"113093","ENSG00000101346","ENST00000375749","20",47.65,23509,"POFUT1","POFUT1-004",1,"q11.21",5235
"113100","ENSG00000186866","ENST00000331343","21",52.95,23275,"POFUT2","POFUT2-001",-1,"q22.3",4825
"113113","ENSG00000143157","ENST00000367875","1",47.02,57645,"POGK","POGK-003",1,"q24.1",6254
"113123","ENSG00000163389","ENST00000473648","3",41.18,56983,"POGLUT1","POGLUT1-007",1,"q13.33",3598
"113126","ENSG00000143442","ENST00000271715","1",41.79,23126,"POGZ","POGZ-001",-1,"q21.3",6626
"113147","ENSG00000101868","ENST00000379068","X",38.8,5422,"POLA1","POLA1-005",1,"p22.11",5486
"113152","ENSG00000014138","ENST00000265465","11",47.9,23649,"POLA2","POLA2-001",1,"q13.1",3744
"113168","ENSG00000070501","ENST00000522610","8",40.44,5423,"POLB","POLB-015",1,"p11.21",1341
"113179","ENSG00000062822","ENST00000600859","19",55.06,5424,"POLD1","POLD1-003",1,"q13.33",3474
"113192","ENSG00000106628","ENST00000406581","7",55.19,5425,"POLD2","POLD2-001",-1,"p13",2158
"113210","ENSG00000077514","ENST00000263681","11",41.72,10714,"POLD3","POLD3-001",1,"q13.4",3821
"113224","ENSG00000175482","ENST00000534515","11",58.09,57804,"POLD4","POLD4-003",-1,"q13.2",1793
"113233","ENSG00000004142","ENST00000540200","17",49.85,26073,"POLDIP2","POLDIP2-201",-1,"q11.2",2588
"113237","ENSG00000100227","ENST00000252115","22",49.1,84271,"POLDIP3","POLDIP3-001",-1,"q13.2",3441
"113245","ENSG00000177084","ENST00000537064","12",50.85,5426,"POLE","POLE-002",-1,"q24.33",8011
"113272","ENSG00000100479","ENST00000539565","14",41.33,5427,"POLE2","POLE2-002",-1,"q21.3",1792
"113278","ENSG00000148229","ENST00000479871","9",49.33,54107,"POLE3","POLE3-001",-1,"q32",2396
"113282","ENSG00000115350","ENST00000483063","2",39.19,56655,"POLE4","POLE4-001",1,"p12",1248
"113288","ENSG00000140521","ENST00000268124","15",52.53,5428,"POLG","POLG-001",-1,"q26.1",4502
"113317","ENSG00000256525","ENST00000585141","17",41.33,11232,"POLG2","POLG2-002",-1,"q23.3",1731
"113321","ENSG00000170734","ENST00000372236","6",43.76,5429,"POLH","POLH-001",1,"p21.1",3540
"113326","ENSG00000101751","ENST00000579534","18",36.47,11201,"POLI","POLI-001",1,"q21.2",6131
"113342","ENSG00000122008","ENST00000241436","5",36.45,51426,"POLK","POLK-001",1,"q13.3",5911
"113361","ENSG00000166169","ENST00000463515","10",52.96,27343,"POLL","POLL-014",-1,"q24.32",2914
"113384","ENSG00000122678","ENST00000458246","7",56.76,27434,"POLM","POLM-004",-1,"p13",3218
"113404","ENSG00000130997","ENST00000514858","4",43.94,353497,"POLN","POLN-002",-1,"p16.3",3978
"113411","ENSG00000051341","ENST00000264233","3",39.03,10721,"POLQ","POLQ-001",-1,"q13.33",8775
"113414","ENSG00000068654","ENST00000263857","2",46.69,25885,"POLR1A","POLR1A-001",-1,"p11.2",12749
"113424","ENSG00000125630","ENST00000263331","2",42.21,84172,"POLR1B","POLR1B-001",1,"q13",4558
"113449","ENSG00000171453","ENST00000455605","6",50.1,9533,"POLR1C","POLR1C-010",1,"p21.1",1882
"113451","ENSG00000186184","ENST00000399697","13",39.19,51082,"POLR1D","POLR1D-004",1,"q12.2",1945
"113457","ENSG00000137054","ENST00000377792","9",46.29,64425,"POLR1E","POLR1E-002",1,"p13.2",2229
"113459","ENSG00000181222","ENST00000322644","17",49.68,5430,"POLR2A","POLR2A-001",1,"p13.1",6749
"113469","ENSG00000047315","ENST00000381227","4",40.19,5431,"POLR2B","POLR2B-001",1,"q12",4108
"113480","ENSG00000102978","ENST00000219252","16",48.07,5432,"POLR2C","POLR2C-001",1,"q21",2057
"113488","ENSG00000144231","ENST00000272645","2",45.38,5433,"POLR2D","POLR2D-001",-1,"q14.3",2327
"113495","ENSG00000099817","ENST00000586817","19",61.55,5434,"POLR2E","POLR2E-003",-1,"p13.3",2441
"113503","ENSG00000100142","ENST00000442738","22",53.44,5435,"POLR2F","POLR2F-001",1,"q13.1",2106
"113520","ENSG00000168002","ENST00000531944","11",50.57,5436,"POLR2G","POLR2G-003",1,"q12.3",1556
"113524","ENSG00000163882","ENST00000456318","3",52.77,5437,"POLR2H","POLR2H-001",1,"q27.1",1802
"113542","ENSG00000105258","ENST00000586789","19",60.72,5438,"POLR2I","POLR2I-004",-1,"q13.12",993
"113545","ENSG00000005075","ENST00000292614","7",55.04,5439,"POLR2J","POLR2J-001",-1,"q22.1",932
"113547","ENSG00000267645","ENST00000476151","7",51.83,246721,"POLR2J2","POLR2J2-001",-1,"q22.1",1598
"113549","ENSG00000168255","ENST00000489144","7",51.79,100134938,"POLR2J3","POLR2J3-001",-1,"q22.1",2553
"113628","ENSG00000214783","ENST00000427076","7",51.23,84820,"POLR2J4","POLR2J4-002",-1,"p13",6466
"113632","ENSG00000147669","ENST00000519765","8",37.38,5440,"POLR2K","POLR2K-003",1,"q22.2",1021
"113634","ENSG00000177700","ENST00000322028","11",61.14,5441,"POLR2L","POLR2L-001",-1,"p15.5",892
"113635","ENSG00000255529","ENST00000299638","15",41.82,145781,"POLR2M","POLR2M-001",1,"q21.3",4199
"113653","ENSG00000148606","ENST00000372371","10",44.59,11128,"POLR3A","POLR3A-002",-1,"q22.3",6640
"113657","ENSG00000013503","ENST00000228347","12",39.75,55703,"POLR3B","POLR3B-001",1,"q23.3",4273
"113661","ENSG00000186141","ENST00000334163","1",43.12,10623,"POLR3C","POLR3C-001",-1,"q21.1",1851
"113675","ENSG00000168495","ENST00000397802","8",49.5,661,"POLR3D","POLR3D-001",1,"p21.3",5494
"113686","ENSG00000058600","ENST00000564061","16",51.65,101060521,"POLR3E","POLR3E-005",1,"p12.2",4800
"113714","ENSG00000132664","ENST00000377603","20",40.58,10621,"POLR3F","POLR3F-001",1,"p11.23",2416
"113726","ENSG00000113356","ENST00000399107","5",37.84,10622,"POLR3G","POLR3G-201",1,"q14.3",3285
"113728","ENSG00000121851","ENST00000446572","1",44.9,84265,"POLR3GL","POLR3GL-002",-1,"q21.1",1603
"113731","ENSG00000100413","ENST00000355209","22",55.16,171568,"POLR3H","POLR3H-001",-1,"q13.2",4416
"113740","ENSG00000161980","ENST00000293860","16",48.84,51728,"POLR3K","POLR3K-001",-1,"p13.3",1392
"113742","ENSG00000099821","ENST00000588649","19",61.15,5442,"POLRMT","POLRMT-001",-1,"p13.3",3829
"113753","ENSG00000196313","ENST00000395270","7",46.19,9883,"POM121","POM121-003",1,"q11.23",7011
"113765","ENSG00000135213","ENST00000453279","7",45.75,100101267,"POM121C","POM121C-001",-1,"q11.23",5839
"113772","ENSG00000224124","ENST00000504931","22",56.82,646074,"POM121L10P","POM121L10P-201",-1,"q11.23",9547
"113775","ENSG00000221900","ENST00000408890","7",63.91,285877,"POM121L12","POM121L12-001",1,"p12.1",1269
"113776","ENSG00000183169","ENST00000402027","22",56.64,25812,"POM121L1P","POM121L1P-002",-1,"q11.22",1934
"113779","ENSG00000158553","ENST00000444565","6",42.74,94026,"POM121L2","POM121L2-001",-1,"p22.1",3108
"113781","ENSG00000217261","ENST00000427789","22",56.32,NA,"POM121L4P","POM121L4P-001",1,"q11.21",1891
"113783","ENSG00000229266","ENST00000417732","22",60.81,NA,"POM121L8P","POM121L8P-001",1,"q11.21",1281
"113784","ENSG00000128262","ENST00000414583","22",55.88,29774,"POM121L9P","POM121L9P-001",1,"q11.23",5018
"113787","ENSG00000115138","ENST00000405623","2",51.16,5443,"POMC","POMC-001",-1,"p23.3",1426
"113803","ENSG00000085998","ENST00000396420","1",49.39,55624,"POMGNT1","POMGNT1-202",-1,"p34.1",3480
"113805","ENSG00000132963","ENST00000460403","13",39.25,51371,"POMP","POMP-002",1,"q12.3",1428
"113816","ENSG00000130714","ENST00000485278","9",53.31,10585,"POMT1","POMT1-004",1,"q34.13",3420
"113827","ENSG00000009830","ENST00000452340","14",47.08,29954,"POMT2","POMT2-003",-1,"q24.3",5647
"113851","ENSG00000146707","ENST00000424818","7",49.24,22932,"POMZP3","POMZP3-003",-1,"q11.23",1587
"113853","ENSG00000005421","ENST00000222381","7",39.93,5444,"PON1","PON1-001",-1,"q21.3",2568
"113873","ENSG00000105854","ENST00000536183","7",38.26,5445,"PON2","PON2-201",-1,"q21.3",1779
"113880","ENSG00000105852","ENST00000492800","7",39.31,5446,"PON3","PON3-002",-1,"q21.3",2433
"113885","ENSG00000104356","ENST00000401707","8",41.81,10940,"POP1","POP1-001",1,"q22.2",4719
"113888","ENSG00000105171","ENST00000585603","19",49.76,10775,"POP4","POP4-001",1,"q12",3385
"113902","ENSG00000167272","ENST00000341039","12",48.65,51367,"POP5","POP5-002",-1,"q24.31",913
"113911","ENSG00000172336","ENST00000303151","7",59.81,10248,"POP7","POP7-001",1,"q22.1",927
"113914","ENSG00000121577","ENST00000341124","3",43.2,64091,"POPDC2","POPDC2-001",-1,"q13.33",1958
"113923","ENSG00000132429","ENST00000254765","6",39.7,64208,"POPDC3","POPDC3-001",-1,"q21",1345
"113933","ENSG00000127948","ENST00000394893","7",50.98,5447,"POR","POR-009",1,"q11.23",2532
"113988","ENSG00000102312","ENST00000491243","X",51.68,64840,"PORCN","PORCN-003",1,"p11.23",2112
"114012","ENSG00000133110","ENST00000379747","13",32.94,10631,"POSTN","POSTN-001",-1,"q13.3",3373
"114022","ENSG00000128513","ENST00000357628","7",34.37,25913,"POT1","POT1-001",-1,"q31.33",4080
"114041","ENSG00000188877","ENST00000519951","8",37.05,NA,"POTEA","POTEA-001",1,"p11.1",2268
"114043","ENSG00000233917","ENST00000439682","15",36.64,100996331,"POTEB","POTEB-001",-1,"q11.2",1706
"114058","ENSG00000183206","ENST00000511306","18",38.01,388468,"POTEC","POTEC-001",-1,"p11.21",6556
"114061","ENSG00000166351","ENST00000299443","21",36.49,388468,"POTED","POTED-001",1,"q11.2",1826
"114064","ENSG00000188219","ENST00000356920","2",37.85,445582,"POTEE","POTEE-201",1,"q21.1",4031
"114067","ENSG00000196604","ENST00000357462","2",38.86,728378,"POTEF","POTEF-201",-1,"q21.1",4031
"114072","ENSG00000222036","ENST00000409832","14",38.5,728378,"POTEG","POTEG-001",1,"q11.2",7062
"114085","ENSG00000198062","ENST00000452800","22",36.97,23784,"POTEH","POTEH-002",-1,"q11.1",1964
"114088","ENSG00000204434","ENST00000420985","2",38.06,440915,"POTEKP","POTEKP-201",1,"q21.1",3057
"114089","ENSG00000187537","ENST00000551509","14",38.52,641455,"POTEM","POTEM-001",-1,"q11.2",7061
"114092","ENSG00000064835","ENST00000350375","3",32.4,5449,"POU1F1","POU1F1-001",-1,"p11.2",1491
"114096","ENSG00000110777","ENST00000393067","11",45.99,101928620,"POU2AF1","POU2AF1-001",-1,"q23.1",3295
"114127","ENSG00000143190","ENST00000367865","1",37.96,5451,"POU2F1","POU2F1-004",1,"q24.1",14332
"114138","ENSG00000028277","ENST00000389341","19",51.31,5452,"POU2F2","POU2F2-001",-1,"q13.2",6900
"114160","ENSG00000137709","ENST00000606153","11",48.07,25833,"POU2F3","POU2F3-007",1,"q23.3",3428
"114164","ENSG00000185668","ENST00000373012","1",63.25,5453,"POU3F1","POU3F1-001",-1,"p34.3",2928
"114165","ENSG00000184486","ENST00000328345","6",48.42,5454,"POU3F2","POU3F2-001",1,"q16.1",4081
"114166","ENSG00000198914","ENST00000361360","2",51.52,5455,"POU3F3","POU3F3-001",1,"q12.1",4961
"114167","ENSG00000196767","ENST00000373200","X",55.28,5456,"POU3F4","POU3F4-001",1,"q21.1",1507
"114168","ENSG00000152192","ENST00000377208","13",51.86,5457,"POU4F1","POU4F1-001",-1,"q31.1",4525
"114169","ENSG00000151615","ENST00000281321","4",49.39,5458,"POU4F2","POU4F2-001",1,"q31.22",3144
"114170","ENSG00000091010","ENST00000230732","5",59.85,5459,"POU4F3","POU4F3-001",1,"q32",1182
"114211","ENSG00000204531","ENST00000513407","6",52.25,5460,"POU5F1","POU5F1-005",-1,"p21.33",2276
"114214","ENSG00000212993","ENST00000465342","8",44.24,5462,"POU5F1B","POU5F1B-001",1,"q24.21",5357
"114216","ENSG00000235602","ENST00000428824","12",59.72,642559,"POU5F1P3","POU5F1P3-001",-1,"p13.31",1078
"114218","ENSG00000237872","ENST00000413175","1",58.89,645682,"POU5F1P4","POU5F1P4-001",1,"q22",1085
"114220","ENSG00000248483","ENST00000606183","5",40.68,134187,"POU5F2","POU5F2-002",-1,"q15",6322
"114222","ENSG00000184271","ENST00000389243","12",50.08,5463,"POU6F1","POU6F1-001",-1,"q13.13",5157
"114232","ENSG00000106536","ENST00000518318","7",39.45,11281,"POU6F2","POU6F2-001",1,"p14.1",5925
"114242","ENSG00000183977","ENST00000389050","3",39.89,151649,"PP2D1","PP2D1-001",-1,"p24.3",2151
"114245","ENSG00000180817","ENST00000610026","10",39.81,5464,"PPA1","PPA1-005",-1,"q22.1",3524
"114250","ENSG00000138777","ENST00000341695","4",36.65,27068,"PPA2","PPA2-001",-1,"q24",1684
"114283","ENSG00000130810","ENST00000556468","19",60.04,692312,"PPAN","PPAN-201",1,"p13.2",2412
"114293","ENSG00000243207","ENST00000428358","19",60.07,692312,"PPAN-P2RY11","PPAN-P2RY11-002",1,"p13.2",2661
"114296","ENSG00000067113","ENST00000307259","5",39.62,8611,"PPAP2A","PPAP2A-002",-1,"q11.2",1597
"114301","ENSG00000162407","ENST00000371250","1",41.42,8613,"PPAP2B","PPAP2B-001",-1,"p32.2",3292
"114306","ENSG00000141934","ENST00000269812","19",54.66,8612,"PPAP2C","PPAP2C-001",-1,"p13.3",1265
"114315","ENSG00000203805","ENST00000398250","10",42.31,196051,"PPAPDC1A","PPAPDC1A-202",1,"q26.12",1521
"114319","ENSG00000147535","ENST00000529359","8",45.35,84513,"PPAPDC1B","PPAPDC1B-005",-1,"p11.23",2185
"114335","ENSG00000205808","ENST00000381883","9",47.69,403313,"PPAPDC2","PPAPDC2-001",1,"p24.1",2959
"114336","ENSG00000160539","ENST00000372264","9",54.56,84814,"PPAPDC3","PPAPDC3-001",1,"q34.13",2095
"114348","ENSG00000186951","ENST00000396000","22",46.41,5465,"PPARA","PPARA-202",1,"q13.31",10048
"114352","ENSG00000112033","ENST00000311565","6",49.53,5467,"PPARD","PPARD-002",1,"p21.31",3774
"114364","ENSG00000132170","ENST00000397026","3",38.71,5468,"PPARG","PPARG-005",1,"p25.2",2029
"114374","ENSG00000109819","ENST00000264867","4",38.32,10891,"PPARGC1A","PPARGC1A-001",-1,"p15.2",6318
"114391","ENSG00000155846","ENST00000309241","5",49,133522,"PPARGC1B","PPARGC1B-001",1,"q32",10568
"114396","ENSG00000128059","ENST00000425339","4",37.44,5471,"PPAT","PPAT-002",-1,"q12",4043
"114400","ENSG00000163736","ENST00000296028","4",43.88,5473,"PPBP","PPBP-001",-1,"q13.3",715
"114401","ENSG00000138621","ENST00000342932","15",47.94,60490,"PPCDC","PPCDC-001",1,"q24.2",2250
"114414","ENSG00000127125","ENST00000472013","1",42.3,79717,"PPCS","PPCS-007",1,"p34.2",1617
"114421","ENSG00000125534","ENST00000370179","20",71.07,79144,"PPDPF","PPDPF-001",1,"q13.33",868
"114426","ENSG00000086717","ENST00000361511","X",41.71,5475,"PPEF1","PPEF1-001",1,"p22.13",2890
"114437","ENSG00000156194","ENST00000511880","4",43.44,5470,"PPEF2","PPEF2-002",-1,"q21.1",4160
"114443","ENSG00000131626","ENST00000253925","11",45,8500,"PPFIA1","PPFIA1-001",1,"q13.3",5234
"114468","ENSG00000139220","ENST00000550584","12",34.5,8499,"PPFIA2","PPFIA2-002",-1,"q21.31",5405
"114495","ENSG00000177380","ENST00000334186","19",55.21,8541,"PPFIA3","PPFIA3-001",1,"q13.33",4733
"114508","ENSG00000143847","ENST00000367240","1",52.65,8497,"PPFIA4","PPFIA4-001",1,"q32.1",6434
"114528","ENSG00000110841","ENST00000318304","12",39.81,8496,"PPFIBP1","PPFIBP1-007",1,"p11.23",6001
"114541","ENSG00000166387","ENST00000299492","11",45.46,8495,"PPFIBP2","PPFIBP2-001",1,"p15.4",3557
"114579","ENSG00000134283","ENST00000432191","12",39.77,51535,"PPHLN1","PPHLN1-025",1,"q12",3377
"114589","ENSG00000196262","ENST00000468812","7",47.06,101060363,"PPIA","PPIA-001",1,"p13",2238
"114605","ENSG00000255963","ENST00000539781","1",45.1,100996725,"PPIAL4A","PPIAL4A-001",-1,"q21.2",785
"114609","ENSG00000255854","ENST00000540273","1",45.22,100996725,"PPIAL4B","PPIAL4B-001",-1,"q21.1",785
"114613","ENSG00000198161","ENST00000369222","1",45.35,100996725,"PPIAL4C","PPIAL4C-001",1,"q21.2",785
"114617","ENSG00000256374","ENST00000544708","1",45.73,645142,"PPIAL4D","PPIAL4D-001",-1,"q21.2",785
"114620","ENSG00000231267","ENST00000538306","1",45.73,NA,"PPIAL4E","PPIAL4E-201",1,"q21.2",785
"114622","ENSG00000230582","ENST00000541527","1",45.73,NA,"PPIAL4F","PPIAL4F-201",1,"q21.2",785
"114623","ENSG00000236334","ENST00000419275","1",46.21,644591,"PPIAL4G","PPIAL4G-001",-1,"q21.1",738
"114626","ENSG00000166794","ENST00000561048","15",52.92,5479,"PPIB","PPIB-002",-1,"q22.31",1208
"114628","ENSG00000168938","ENST00000306442","5",44.42,5480,"PPIC","PPIC-001",-1,"q23.2",1380
"114630","ENSG00000171497","ENST00000307720","4",38.97,5481,"PPID","PPID-001",-1,"q32.1",1823
"114638","ENSG00000084072","ENST00000495526","1",45.04,10450,"PPIE","PPIE-004",1,"p34.2",4651
"114648","ENSG00000243970","ENST00000427240","1",44.8,NA,"PPIEL","PPIEL-001",-1,"p34.3",813
"114651","ENSG00000108179","ENST00000225174","10",55.59,10105,"PPIF","PPIF-001",1,"q22.3",2190
"114655","ENSG00000138398","ENST00000260970","2",37.96,9360,"PPIG","PPIG-001",1,"q31.1",6368
"114672","ENSG00000171960","ENST00000455203","1",43.8,10465,"PPIH","PPIH-201",1,"p34.2",1311
"114674","ENSG00000137168","ENST00000373699","6",44.26,51645,"PPIL1","PPIL1-001",-1,"p21.2",1739
"114677","ENSG00000100023","ENST00000335025","22",54.2,23759,"PPIL2","PPIL2-001",1,"q11.21",4929
"114690","ENSG00000240344","ENST00000286175","2",41.39,53938,"PPIL3","PPIL3-001",-1,"q33.1",1370
"114705","ENSG00000131013","ENST00000253329","6",38.44,85313,"PPIL4","PPIL4-001",-1,"q25.1",2232
"114707","ENSG00000185250","ENST00000521072","6",42.9,285755,"PPIL6","PPIL6-001",-1,"q21",4128
"114736","ENSG00000168781","ENST00000420765","15",44.61,9677,"PPIP5K1","PPIP5K1-202",-1,"q15.3",5697
"114754","ENSG00000145725","ENST00000321521","5",34.29,23262,"PPIP5K2","PPIP5K2-001",1,"q21.1",15407
"114769","ENSG00000118898","ENST00000345988","16",53.44,5493,"PPL","PPL-001",-1,"p13.3",6238
"114778","ENSG00000100614","ENST00000395076","14",36.08,5494,"PPM1A","PPM1A-001",1,"q23.1",8184
"114788","ENSG00000138032","ENST00000378551","2",38.72,5495,"PPM1B","PPM1B-002",1,"p21",3877
"114797","ENSG00000170836","ENST00000392995","17",40.94,8493,"PPM1D","PPM1D-002",1,"q23.2",2996
"114799","ENSG00000175175","ENST00000308249","17",39.68,22843,"PPM1E","PPM1E-001",1,"q22",2988
"114801","ENSG00000100034","ENST00000407142","22",55.32,9647,"PPM1F","PPM1F-002",-1,"q11.22",5587
"114811","ENSG00000115241","ENST00000472077","2",45.48,5496,"PPM1G","PPM1G-002",-1,"p23.3",3752
"114814","ENSG00000111110","ENST00000228705","12",42.68,57460,"PPM1H","PPM1H-001",-1,"q14.2",6353
"114821","ENSG00000155367","ENST00000464951","1",58.3,333926,"PPM1J","PPM1J-002",-1,"p13.2",2474
"114825","ENSG00000163644","ENST00000608933","4",39.9,152926,"PPM1K","PPM1K-001",-1,"q22.1",6484
"114837","ENSG00000163590","ENST00000498165","3",38.44,151742,"PPM1L","PPM1L-001",1,"q25.33",10934
"114843","ENSG00000164088","ENST00000296487","3",57.93,132160,"PPM1M","PPM1M-001",1,"p21.2",2429
"114855","ENSG00000213889","ENST00000415077","19",54.85,147699,"PPM1N","PPM1N-001",1,"q13.32",1953
"114868","ENSG00000214517","ENST00000539021","11",38.65,51400,"PPME1","PPME1-005",1,"q13.4",4055
"114876","ENSG00000143224","ENST00000495483","1",53.01,5498,"PPOX","PPOX-003",1,"q23.3",2471
"114891","ENSG00000172531","ENST00000526510","11",61.16,5499,"PPP1CA","PPP1CA-003",-1,"q13.2",1677
"114905","ENSG00000213639","ENST00000395366","2",38.98,5500,"PPP1CB","PPP1CB-001",1,"p23.2",4893
"114914","ENSG00000186298","ENST00000553024","12",41.52,5501,"PPP1CC","PPP1CC-006",-1,"q24.11",2797
"114919","ENSG00000227804","ENST00000449113","HSCHR6_MHC_DBB",46.34,5514,"PPP1R10","PPP1R10-001",-1,"p21.33",4525
"114975","ENSG00000206501","ENST00000383612","HSCHR6_MHC_QBL",49.16,6992,"PPP1R11","PPP1R11-002",1,"p22.1",1731
"115022","ENSG00000058272","ENST00000450142","12",36.07,4659,"PPP1R12A","PPP1R12A-001",-1,"q21.31",5721
"115044","ENSG00000077157","ENST00000608999","1",39.63,4660,"PPP1R12B","PPP1R12B-001",1,"q32.1",15248
"115070","ENSG00000125503","ENST00000586992","19",57.6,54776,"PPP1R12C","PPP1R12C-004",-1,"q13.42",4141
"115073","ENSG00000088808","ENST00000202556","14",44.51,23368,"PPP1R13B","PPP1R13B-001",-1,"q32.33",4958
"115094","ENSG00000104881","ENST00000418234","19",53.44,10848,"PPP1R13L","PPP1R13L-002",-1,"q13.32",3118
"115103","ENSG00000167641","ENST00000591585","19",58.39,94274,"PPP1R14A","PPP1R14A-003",-1,"q13.2",949
"115105","ENSG00000173457","ENST00000309318","11",65.58,26472,"PPP1R14B","PPP1R14B-001",-1,"q13.1",982
